id_deudor,segmento,producto,departamento,tramo_mora,dias_mora,monto_deuda,score_buro,contactabilidad,probpago,decil,segmento_propension,estrategia,descuento_recomendado,plan_cuotas,canal_recomendado,valor_esperado_recupero,prioridad,pago,guion
KB-106381,Retail,Préstamo personal,Tacuarembó,31-60,42,18320.0,643,0.429,0.915,9,Alta,Pago total facilitado,0.05,1,WhatsApp,15924.6772,6981,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 18,320. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 17,404. ¿Coordinamos el pago?"
KB-106382,Retail,Tarjeta de crédito,Canelones,31-60,31,9310.0,369,0.689,0.6218,5,Media,Plan de cuotas,0.1,3,WhatsApp,5210.2091,9778,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 9,310 en 3 cuotas de $U 2,793 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-106383,Retail,Tarjeta de crédito,Soriano,1-30,20,58030.0,594,0.739,0.7886,7,Alta,Recordatorio suave,0.0,1,SMS,45764.3443,3355,0,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 58,030 (ref. KB-106383). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106384,Retail,Cuenta corriente,Canelones,31-60,39,39040.0,710,0.282,0.9698,10,Alta,Pago total facilitado,0.05,1,Llamada,35966.524,4062,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 39,040. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 37,088. ¿Coordinamos el pago?"
KB-106385,Retail,Crédito automotor,Montevideo,1-30,18,32460.0,556,0.442,0.8341,7,Alta,Recordatorio suave,0.0,1,Llamada,27075.9673,5044,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 32,460 (ref. KB-106385). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106386,Retail,Tarjeta de crédito,Canelones,1-30,29,17100.0,569,0.875,0.8974,8,Alta,Recordatorio suave,0.0,1,WhatsApp,15345.4461,7109,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 17,100 (ref. KB-106386). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106387,Pyme,Tarjeta de crédito,Salto,1-30,23,92090.0,663,0.754,0.8788,8,Alta,Recordatorio suave,0.0,1,Llamada,80930.9412,2058,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 92,090 (ref. KB-106387). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106388,Pyme,Tarjeta de crédito,Montevideo,1-30,30,121860.0,569,0.838,0.7882,7,Alta,Recordatorio suave,0.0,1,WhatsApp,96045.8681,1780,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 121,860 (ref. KB-106388). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106389,Pyme,Préstamo personal,Río Negro,31-60,38,225730.0,412,0.797,0.6944,6,Alta,Pago total facilitado,0.05,1,Email,148909.9292,1134,0,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 225,730. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 214,444. ¿Coordinamos el pago?"
KB-106390,Retail,Préstamo personal,Maldonado,180+,224,36970.0,545,0.504,0.0758,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,Email,1540.8118,11234,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 20,334 (45% de descuento sobre $U 36,970) cancela toda su deuda. Es por tiempo limitado."
KB-106391,Retail,Crédito automotor,Montevideo,1-30,21,19420.0,710,0.622,0.9147,9,Alta,Recordatorio suave,0.0,1,Email,17762.6069,6605,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 19,420 (ref. KB-106391). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106392,Pyme,Préstamo personal,Paysandú,1-30,17,72900.0,528,0.258,0.3819,4,Media,Plan de cuotas,0.1,3,Email,25054.7884,5319,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 72,900 en 3 cuotas de $U 21,870 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-106393,Retail,Tarjeta de crédito,Montevideo,180+,309,11910.0,690,0.517,0.0701,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,Llamada,459.1673,11857,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 6,551 (45% de descuento sobre $U 11,910) cancela toda su deuda. Es por tiempo limitado."
KB-106394,Retail,Tarjeta de crédito,Colonia,91-180,111,118290.0,934,0.374,0.959,10,Alta,Pago total facilitado,0.05,1,Llamada,107768.0237,1592,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 118,290. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 112,376. ¿Coordinamos el pago?"
KB-106395,Pyme,Crédito automotor,Maldonado,91-180,92,64250.0,548,0.472,0.7537,6,Alta,Pago total facilitado,0.05,1,Llamada,46003.1582,3344,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 64,250. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 61,038. ¿Coordinamos el pago?"
KB-106396,Retail,Préstamo personal,Montevideo,180+,352,24290.0,688,0.317,0.2117,3,Baja,Descuento máximo / cierre de cuenta,0.45,1,Llamada,2828.6929,10622,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 13,360 (45% de descuento sobre $U 24,290) cancela toda su deuda. Es por tiempo limitado."
KB-106397,Retail,Préstamo personal,Colonia,91-180,168,4800.0,531,0.644,0.1222,2,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,322.7251,11930,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 2,640 (45% de descuento sobre $U 4,800) cancela toda su deuda. Es por tiempo limitado."
KB-106398,Retail,Crédito automotor,Paysandú,1-30,28,56050.0,467,0.732,0.7137,6,Alta,Recordatorio suave,0.0,1,Llamada,40000.4435,3745,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 56,050 (ref. KB-106398). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106399,Retail,Préstamo personal,Canelones,1-30,4,14670.0,691,0.432,0.9777,10,Alta,Recordatorio suave,0.0,1,Email,14343.4993,7323,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 14,670 (ref. KB-106399). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106400,Pyme,Microcrédito,Canelones,91-180,131,41980.0,648,0.378,0.8031,7,Alta,Pago total facilitado,0.05,1,SMS,32028.2939,4434,0,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 41,980. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 39,881. ¿Coordinamos el pago?"
KB-106401,Retail,Tarjeta de crédito,Canelones,31-60,57,36010.0,648,0.336,0.8154,7,Alta,Pago total facilitado,0.05,1,WhatsApp,27894.9094,4955,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 36,010. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 34,210. ¿Coordinamos el pago?"
KB-106402,Retail,Microcrédito,Rocha,31-60,41,7880.0,595,0.578,0.7715,6,Alta,Pago total facilitado,0.05,1,WhatsApp,5775.671,9603,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 7,880. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 7,486. ¿Coordinamos el pago?"
KB-106403,Pyme,Microcrédito,Montevideo,61-90,70,39000.0,585,0.76,0.944,9,Alta,Pago total facilitado,0.05,1,Email,34976.8017,4159,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 39,000. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 37,050. ¿Coordinamos el pago?"
KB-106404,Retail,Crédito automotor,Canelones,61-90,64,36860.0,609,0.802,0.7337,6,Alta,Pago total facilitado,0.05,1,WhatsApp,25691.8924,5219,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 36,860. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 35,017. ¿Coordinamos el pago?"
KB-106405,Retail,Tarjeta de crédito,Canelones,31-60,38,102090.0,460,0.714,0.719,6,Alta,Pago total facilitado,0.05,1,Email,69730.2767,2372,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 102,090. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 96,986. ¿Coordinamos el pago?"
KB-106406,Retail,Tarjeta de crédito,Canelones,31-60,43,27880.0,407,0.52,0.1108,2,Baja,Quita agresiva por pago único,0.3,1,Llamada,2161.7933,10922,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 19,516 (30% de descuento sobre $U 27,880) cancela toda su deuda. Es por tiempo limitado."
KB-106407,Pyme,Crédito automotor,Canelones,31-60,44,16270.0,553,0.31,0.3885,4,Media,Plan de cuotas,0.1,3,SMS,5688.0983,9637,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 16,270 en 3 cuotas de $U 4,881 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-106408,Pyme,Préstamo personal,Salto,61-90,73,402720.0,358,0.301,0.0515,1,Baja,Quita agresiva por pago único,0.3,1,SMS,14516.4821,7294,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 281,904 (30% de descuento sobre $U 402,720) cancela toda su deuda. Es por tiempo limitado."
KB-106409,Retail,Préstamo personal,Montevideo,91-180,134,15510.0,525,0.286,0.3512,3,Media,Plan de cuotas + quita moderada,0.2,6,WhatsApp,4357.5509,10052,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 15,510 en 6 cuotas de $U 2,068 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-106410,Pyme,Crédito automotor,Montevideo,61-90,80,135880.0,721,0.424,0.7902,7,Alta,Pago total facilitado,0.05,1,Llamada,102002.7367,1681,0,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 135,880. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 129,086. ¿Coordinamos el pago?"
KB-106411,Corporativo,Préstamo personal,Montevideo,1-30,23,617600.0,549,0.504,0.5404,5,Media,Plan de cuotas,0.1,3,Llamada,300372.0342,546,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 617,600 en 3 cuotas de $U 185,280 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-106412,Corporativo,Cuenta corriente,Colonia,91-180,101,669960.0,849,0.247,0.8996,8,Alta,Pago total facilitado,0.05,1,Llamada,572590.4632,251,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 669,960. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 636,462. ¿Coordinamos el pago?"
KB-106413,Retail,Financiación retail,Salto,61-90,72,20680.0,663,0.71,0.9642,10,Alta,Pago total facilitado,0.05,1,Llamada,18942.5638,6352,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 20,680. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 19,646. ¿Coordinamos el pago?"
KB-106414,Corporativo,Microcrédito,Montevideo,91-180,119,614260.0,722,0.485,0.7366,6,Alta,Pago total facilitado,0.05,1,Llamada,429860.383,382,0,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 614,260. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 583,547. ¿Coordinamos el pago?"
KB-106415,Retail,Crédito automotor,Canelones,61-90,83,54390.0,395,0.302,0.0577,1,Baja,Quita agresiva por pago único,0.3,1,Llamada,2196.1055,10907,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 38,073 (30% de descuento sobre $U 54,390) cancela toda su deuda. Es por tiempo limitado."
KB-106416,Retail,Cuenta corriente,Tacuarembó,91-180,130,41420.0,715,0.711,0.9205,9,Alta,Pago total facilitado,0.05,1,WhatsApp,36222.2521,4040,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 41,420. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 39,349. ¿Coordinamos el pago?"
KB-106417,Corporativo,Préstamo personal,Tacuarembó,61-90,79,411600.0,442,0.805,0.0625,1,Baja,Quita agresiva por pago único,0.3,1,Llamada,18011.3139,6556,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 288,120 (30% de descuento sobre $U 411,600) cancela toda su deuda. Es por tiempo limitado."
KB-106418,Retail,Financiación retail,Rivera,91-180,125,30450.0,684,0.552,0.898,8,Alta,Pago total facilitado,0.05,1,Email,25976.2002,5194,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 30,450. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 28,928. ¿Coordinamos el pago?"
KB-106419,Retail,Tarjeta de crédito,Montevideo,31-60,47,26740.0,484,0.508,0.7704,6,Alta,Pago total facilitado,0.05,1,WhatsApp,19570.915,6244,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 26,740. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 25,403. ¿Coordinamos el pago?"
KB-106420,Corporativo,Microcrédito,Montevideo,91-180,121,170020.0,464,0.324,0.0348,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,Llamada,3250.2737,10466,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 93,511 (45% de descuento sobre $U 170,020) cancela toda su deuda. Es por tiempo limitado."
KB-106421,Retail,Tarjeta de crédito,Canelones,91-180,164,60790.0,520,0.413,0.1681,2,Baja,Descuento máximo / cierre de cuenta,0.45,1,Llamada,5620.6145,9657,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 33,434 (45% de descuento sobre $U 60,790) cancela toda su deuda. Es por tiempo limitado."
KB-106422,Retail,Tarjeta de crédito,Montevideo,1-30,14,25570.0,500,0.621,0.7308,6,Alta,Recordatorio suave,0.0,1,WhatsApp,18687.5739,6411,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 25,570 (ref. KB-106422). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106423,Pyme,Financiación retail,Montevideo,31-60,50,52420.0,561,0.603,0.6408,5,Media,Plan de cuotas,0.1,3,WhatsApp,30230.7984,4654,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 52,420 en 3 cuotas de $U 15,726 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-106424,Retail,Tarjeta de crédito,San José,61-90,87,32000.0,333,0.873,0.0394,1,Baja,Quita agresiva por pago único,0.3,1,WhatsApp,883.2822,11594,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 22,400 (30% de descuento sobre $U 32,000) cancela toda su deuda. Es por tiempo limitado."
KB-106425,Pyme,Préstamo personal,Montevideo,61-90,84,63200.0,547,0.46,0.5979,5,Media,Plan de cuotas,0.1,3,Email,34008.3836,4238,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 63,200 en 3 cuotas de $U 18,960 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-106426,Retail,Microcrédito,Canelones,1-30,8,19270.0,777,0.739,0.9671,10,Alta,Recordatorio suave,0.0,1,Llamada,18636.5695,6422,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 19,270 (ref. KB-106426). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106427,Pyme,Crédito automotor,Montevideo,1-30,28,53560.0,708,0.33,0.9751,10,Alta,Recordatorio suave,0.0,1,WhatsApp,52227.8052,2984,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 53,560 (ref. KB-106427). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106428,Pyme,Tarjeta de crédito,Lavalleja,1-30,20,135020.0,605,0.453,0.8486,7,Alta,Recordatorio suave,0.0,1,Llamada,114574.7858,1499,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 135,020 (ref. KB-106428). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106429,Corporativo,Tarjeta de crédito,Montevideo,31-60,41,589690.0,640,0.453,0.8127,7,Alta,Pago total facilitado,0.05,1,Llamada,455251.7024,356,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 589,690. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 560,206. ¿Coordinamos el pago?"
KB-106430,Retail,Préstamo personal,Colonia,31-60,45,22340.0,291,0.575,0.1125,2,Baja,Quita agresiva por pago único,0.3,1,Email,1759.5141,11120,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 15,638 (30% de descuento sobre $U 22,340) cancela toda su deuda. Es por tiempo limitado."
KB-106431,Retail,Préstamo personal,Montevideo,61-90,76,11440.0,723,0.683,0.9262,9,Alta,Pago total facilitado,0.05,1,Email,10066.2485,8378,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 11,440. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 10,868. ¿Coordinamos el pago?"
KB-106432,Retail,Tarjeta de crédito,Montevideo,1-30,16,63350.0,670,0.374,0.8565,7,Alta,Recordatorio suave,0.0,1,Llamada,54258.8921,2896,0,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 63,350 (ref. KB-106432). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106433,Retail,Préstamo personal,Colonia,1-30,7,40240.0,796,0.584,0.966,10,Alta,Recordatorio suave,0.0,1,WhatsApp,38871.0917,3829,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 40,240 (ref. KB-106433). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106434,Pyme,Tarjeta de crédito,Maldonado,1-30,10,22060.0,453,0.664,0.6532,5,Alta,Recordatorio suave,0.0,1,SMS,14409.0733,7311,0,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 22,060 (ref. KB-106434). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106435,Pyme,Tarjeta de crédito,Canelones,31-60,58,28570.0,573,0.624,0.9499,9,Alta,Pago total facilitado,0.05,1,WhatsApp,25781.8549,5212,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 28,570. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 27,142. ¿Coordinamos el pago?"
KB-106436,Retail,Préstamo personal,Montevideo,31-60,48,52210.0,697,0.986,0.9719,10,Alta,Pago total facilitado,0.05,1,WhatsApp,48205.039,3216,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 52,210. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 49,600. ¿Coordinamos el pago?"
KB-106437,Corporativo,Préstamo personal,Cerro Largo,61-90,84,2113380.0,420,0.373,0.2217,3,Baja,Quita agresiva por pago único,0.3,1,Llamada,327987.4933,499,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 1,479,366 (30% de descuento sobre $U 2,113,380) cancela toda su deuda. Es por tiempo limitado."
KB-106438,Pyme,Préstamo personal,Cerro Largo,31-60,49,62900.0,379,0.566,0.5179,4,Media,Plan de cuotas,0.1,3,WhatsApp,29315.68,4772,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 62,900 en 3 cuotas de $U 18,870 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-106439,Pyme,Préstamo personal,Montevideo,1-30,13,123500.0,586,0.488,0.5038,4,Media,Plan de cuotas,0.1,3,WhatsApp,56000.5435,2814,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 123,500 en 3 cuotas de $U 37,050 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
